ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
62,#اخذت_جرعه_لقاح_ولا_باقي للاسف ماحولنا مراكز تطعيم اقرب شي بعد ١٥٠ كيلو وان اخذته انا غيري كثير من اهل الديره مايقدرون ياخذونه 🤷🏻‍♀️ ,Covid Vaccine,Favor,0.5426,,F_Explicit,,No,1.0,Negative,1.0,2021-04-25 09:25:00+00:00,25/04/2021
79,#لا_للتطعيم_الاجباري #ساحة_الإرادة #سأحضر_السبت_ساحة_الارادة  زورت الجناسي زورت الشهادات الدراسيه زورت رخص القيادة شيصير اذا زورت شهادات تطعيم #كورونا_الكويت #الكويت كلها تزوير بتزوير,Covid Vaccine,Against,0.6088,A_Explicit,,,No,1.0,Negative,0.7649,2021-06-18 15:02:31+00:00,18/06/2021
85, ممكن تفهمونا شنو التحول الالكتروني لو هو مجرد خبر,Digital Transformation,None,1.0,,,Not clear,No,1.0,Neutral,1.0,2020-11-22 16:58:29+00:00,22/11/2020
91,   ثانيا انا ما قلت ان النظام الالكتروني او التحول الرقمي ما ينجح انا قلت يحتاج اشياء لدعمة اكثر.. و لتمهيد له.. الانتقال الالكتروني مجاله كبير و واسع التدريب الصح وتقوية الانترنت والشبكة الداخلية الرابطة كل الجهات مهمة ج,Digital Transformation,None,0.559,,,Not clear,No,1.0,Neutral,0.661,2021-02-04 00:36:48+00:00,04/02/2021
100,  صحيح فيه بعض الوظائف صارت قليله وبعضها اختفى ولكن ما اعتقد فيه شخص فقد وظيفته ممكن يستمر في نفس المجال ولكن بالشغل التقني   بالنسبة في السعودية اخر ثلاث سنوات دخلت وظائف جديدة ومختلفة ما كانت عندنا قبل وهذا راح يعوض نقص الوظائف ب,Digital Transformation,Favor,0.8082,,F_Explicit,,No,1.0,Neutral,1.0,2021-06-18 17:34:42+00:00,18/06/2021
110,  يا ذكاء هو نفسه نفس تطعيم الانفلونزا اللي نأخذها كل موسم مع ذلك يجينا المرض و ما يمنعه لكن تكون اعراضه اخف و الايام تكون اقل بإذن الله ، و مافي اي لقاح في العالم يحمي من الاصابة و بالنسبة للشيخ جته لكن بدون اعراض,Covid Vaccine,Favor,0.7703,,F_Explicit,,Yes,0.5418,Negative,0.5295,2021-04-16 16:31:17+00:00,16/04/2021
120, يارجال اي لقاحات مظروبه تطعمنى وجاتنا كورونا وش الفايده.والله تطعيم الافلونزا بالمستوصف افضل من اللقاح,Covid Vaccine,Against,0.8149,A_Explicit,,,No,0.5807,Negative,0.8734,2021-04-17 13:49:13+00:00,17/04/2021
122,  معنى كده التحول إلى التعامل الإلكتروني,Digital Transformation,None,0.7385,,,Not clear,No,1.0,Neutral,1.0,2020-05-19 09:24:46+00:00,19/05/2020
123,لا توجد اي وفيات للاطفال من كورونا  ليش يتم تطعيمهم  اذا نحن الكبار طحنا شهر تعب وحرارة وهذا من اعراض اللقاح الطبيعي فـ كيف بأجسامهم الصغيرة  اشوف انه من الاجرام تطعيم الاطفال خصوصاً ان مناعتهم قويه و كورونا صار ضعيف العالم باكمله اغلقوا سالفة كورونا واللقاحات الا نحن ليش يا ترى؟ URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.8408,2022-03-30 09:11:16+00:00,30/03/2022
127,  واضح للأسف الجهل في حسابك وتغريداتك   الله يكون بعونك بس . وبلادنا اللي تدعي لها بالبايو هي اللي قررت تطعيم الشعب بلقاح كورونا ولقاح عنق الرحم .,Covid Vaccine,None,0.5704,,,Not clear,No,1.0,Negative,0.8281,2022-03-28 20:59:41+00:00,28/03/2022
145, كما أصبح التحول إلى التعليم الإلكتروني مطلبآ ضروريآ ليساهم ويساعد في تنمية وتطوير مخرجات التعليم وسرعة وسهولة إيصال المعلومات والأنشطة والأهداف التعليمية,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-06-30 20:35:29+00:00,30/06/2020
148,#كلمه_للحب_الالكتروني ٤جي ما عاد تتحمل التعامل مع الحب الالكتروني لانها ضعيفه وبثها مو ثابت  يجب التحول فورا لخدمه ٥ جي لمواكبة السرعه ٠ URL,Digital Transformation,Favor,0.4294,,F_Explicit,,No,0.7324,Negative,0.5187,2021-03-10 00:10:27+00:00,10/03/2021
189,"#صباح_الخير في ظل التحول الرقمي الي قاعدين نعيشه هالفترة من دراسة وعمل عن بعد و حتى المعاملات الحكومية وفرنا"" دورة مبادئ الحاسب""وحنا معك خطوة بخطوة ابتداءاً من المواصفات الي تحتاجها في جهازك مروراً ببرامج الاستخدام وحماية جهازك وحتى المتصفحات والبريد الالكتروني   سجلوا الان ❤ URL",Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.6938,2020-03-27 05:23:26+00:00,27/03/2020
190,كيف تقر أعينكم في النوم والعباد من حولكم يدعون عليكم؟ ضيقتم علينا بغير حق  كورونا عبارة عن انفلونزا فلماذا الإجبار على التطعيم؟ لماذا تطعيم أولادنا بدون موافقتنا؟ لماذا حرماننا من وظائفنا؟؟ والله لن يترككم الله. #الغاء_القيود_مطلب_سعودي,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,1.0,2022-04-06 21:18:02+00:00,06/04/2022
203,انحش #تطعيم_كورونا,Covid Vaccine,Against,0.5781,A_Explicit,,,No,1.0,Neutral,1.0,2020-12-24 13:08:32+00:00,24/12/2020
215, انت لا تحتاج الا تطعيم لكن هم يحتاجون لحقنك .. هذه اتفاقيات دولية لموضوع اهم .. لا كورونا ولا فايروس,Covid Vaccine,Against,1.0,A_Implicit,,,No,1.0,Neutral,0.708,2021-08-04 22:45:00+00:00,04/08/2021
229, ما كان فيه استراتيجية بس سوو كم مركز زي امن المعلومات والامن الإلكتروني وعشان التحول الرقمي بدأ العمل على الامن السيبراني من 4-5 سنين لا اكثر,Digital Transformation,None,0.6249,,,Not clear,No,1.0,Neutral,1.0,2022-01-13 23:32:17+00:00,13/01/2022
241,تشرفت بتنفيذ برنامج التحول الالكتروني باستخدام تقنيات التخزين السحابي لجميع المعاملات الداخلية لمنسوبي الكلية التقنية بأضم لتصبح كلية بلا أوراق بلا طابعات وبلا أحبار. URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-02-14 10:10:06+00:00,14/02/2020
248,عزيزي ابوجرعتين لما يوصلك مسج الجرعة التنشيطية لا تتأخر والا سوف يتم حرمانك من (الإمتيازات) الممنوحة لك من وزارة الصحة  ملاحظة : الإمتيازات هي حقوقك الطبيعية والتي كنت تمارسها في العام 2019 وماقبل مثل الدخول للمجمعات والصالونات والاندية والسفر  #حاااحااا #لا_للتطعيم_الاجباري URL,Covid Vaccine,Against,0.5954,A_Implicit,,,No,0.6311,Neutral,0.6311,2021-09-27 01:12:49+00:00,27/09/2021
253, تبارك الجمعية الكويتية للإعلام الإلكتروني للمهندس ناصر بدر العيدان تجديد الثقة بمجلس إدارة الجمعية الكويتية لتقنية المعلومات وتزكيته نائباً للرئيس.. سائلين الله عزوجل ان يكون قد وفق في تحقيق اهداف الجمعية في توعية المجتمع ودعم التحول الرق,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-12-30 19:32:52+00:00,30/12/2020
254,بما ان اللي ياخذ تطعيم فايزر يصير مثليي الجنس واللي ياخذ لقاح اكسفورد يصير زومبي   هل معناه اللي ياخذ التطعيمين مع بعض يصير زومبي ترف !؟   #نرفض_اللقاح_الإجباري ,Covid Vaccine,Against,1.0,A_Explicit,,,Yes,0.6729,Neutral,0.7196,2021-05-04 12:23:10+00:00,04/05/2021
265,مع التوجه للدفع الالكتروني تم ازالة اكثر من 2000 صراف الي للبنوك واغلاق 60 فرع بمعدل ازالة صراف كل 8 ساعات وبعد 5 سنوات سيتم إغلاق الكثير من فروع البنوك بسبب التحول الرقمي.,Digital Transformation,Against,0.3981,A_Implicit,,,No,1.0,Neutral,0.599,2022-02-10 09:44:30+00:00,10/02/2022
266,(سمعت) (يقولون)  كلمات المرجفين والجبناء حول تطعيم #لقاح_كورونا,Covid Vaccine,Favor,0.59,,F_Implicit,,No,0.7875,Neutral,0.4004,2021-02-28 14:07:40+00:00,28/02/2021
274,إختبارات إلكترونية قصيرة عوضاً عن الإختبارات الإعتيادية في #جامعه_الملك_خالد  وذلك خلال فترة التحول إلى التعلم الإلكتروني URL,Digital Transformation,Favor,0.5891,,F_Explicit,,No,1.0,Neutral,1.0,2020-03-16 20:58:59+00:00,16/03/2020
275,تماشيًا مع أهداف التحول الرقمي ورؤية المملكة 2030  #الجمارك_السعودية ترتبط بمنصة #التزام للربط الإلكتروني مع  وإتاحة إمكانية تبادل بيانات الموظفين والوظائف آليًا وبشكل آمن من خلال الشبكة الحكومية الآمنة. URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.6081,2020-07-04 11:04:47+00:00,04/07/2020
281,"#سعوديون_يحذفون_توكلنا  وكأنه زحمة البشر ذي الأيام مو نفسها في الحج  بس هاه الحج لازم تطعيم كورونا اللي انتهى وماعاد يعتبر جائحة لكن العمرة عادي 🥲 ""تعرف ايه عن المنطق؟"" URL",Covid Vaccine,Favor,0.6314,,F_Explicit,,No,0.8153,Negative,0.6047,2022-04-15 17:12:09+00:00,15/04/2022
286,اللي استغربه من حقين الانت فاكسز انهم يقولوا راح ناخذ تطعيم كورونا الين نموت على اساس انه شي جديد ذا مو تطعيمات الانفلونزا كل سنة وبعض التطعيمات كل كم سنة معينة وانه الموضوع تجارة وشغل الله يقهرهم ماعندهم حاجة صاحية يحاججون الناس فيها,Covid Vaccine,Favor,0.7352,,F_Implicit,,No,0.6259,Positive,0.3741,2021-12-09 21:14:37+00:00,09/12/2021
290,  هلابك اخي العزيز ابراهيم .. طبيعي مع الجائحة والعودة للعمل الجزئي وفي ظل التحول الالكتروني لم يعد للفروع اهميه تستوجب تواجد الطاقم الاداري والوظيفي السابق .! هناك توصيه من مجلس الإدارة بهذا الخصوص تحديداً وسترى النور قريباً بإذن الله,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.7299,2020-08-26 23:37:12+00:00,26/08/2020
299,عندما بدأت مدارس نخبة الغد العالمية بـ #ينبع برنامجها #التعليم_الإلكتروني قبل ثلاثة سنوات ودربت معلميها وطلابها على تطبيقه كان التحول إلى #التعليم_عن_بعد أسهل وميزها وميز طلابها وطالباتها عن باقي المدارس.    #yanbu_yeis #تعلم_عن_بعد  #الملف_الإعلامي_بوزارة_التعليم,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.7744,2020-03-12 14:18:41+00:00,12/03/2020
312, يمكن أحسن وزير في الأفكار  لكن على مستوى التنفيذ يعتبر أفشل وزير تعليم في تاريخ وزارات التعليم على مستوى الكورة الأرضية!!! التحول الرقمي والتعليم الإلكتروني ميتعملش بفتحة الصدر كده خالص ✋🏼 وفيه تجارب لدول كتير  مش بقول كلام من عندي,Digital Transformation,Against,1.0,A_Explicit,,,No,1.0,Negative,0.7737,2020-04-02 14:54:38+00:00,02/04/2020
318, لعل من أسباب عدم التحول الى التصويت الالكتروني أن نظام الانتخابات صادر وفق تنظيمات وتشريعات وتم اول تعديل عليها ١٨٠٤  كما أخذ تطويرها عقودا من الزمن آخرها ١٩٦٠  وادلى ربع الناخبين ٢٠١٦ باصواتهم عبر البريد وزاد هذا العام بسبب كورونا   ولاشك ,Digital Transformation,None,0.7779,,,Not clear,No,1.0,Neutral,0.582,2020-11-10 14:02:28+00:00,10/11/2020
326,MENTION MENTION التطعيمات الي يطعمونها وهم صغار ماقروها الا بعد بحوث وبعدين الامراض الي يطعمونهم عنها امراض خطيره والتطعيم يحميهم بعد الله ولايصابون اما تطعيم كورونا لايحمي من الاصابه وكورونا اطفالنا جاهم واعراض خفيفه وش له التطعيم تقولون كلام مو فاهمينه,Covid Vaccine,Against,1.0,A_Implicit,,,No,1.0,Neutral,1.0,2021-11-03 17:43:47+00:00,03/11/2021
344,أنفقت #الدولة أموال بالمليارات لـ #التحول_الالكتروني في جميع القطاعات وأزمة #كورونا تحتم عدم التواصل المباشر بين الأفراد واستخدام الحلول التقنية لانهاء الملتطلبات المعيشة,Digital Transformation,Favor,0.5909,,F_Explicit,,No,1.0,Neutral,1.0,2020-03-12 15:55:30+00:00,12/03/2020
347, تطعيم الورم الحليمي وليس كورونا,Covid Vaccine,Against,0.7494,A_Explicit,,,No,1.0,Neutral,0.7689,2022-04-04 05:22:39+00:00,04/04/2022
367,🏹الأمر طبيعي جداً أن يُنشأ مركزاً للدفاع الإلكتروني في ظل التحول إلى الحكومة الرقمية فالنظام دون حماية ودفاع عنه ضد الغزاة المارقين أصبح أمر واجب وخاصة عندما تكون جاراً بلا أدب وأصيب بالشبع بعد فقر لأنهم لا يشكرون نعمة انعمها الله عليهم.  #مركز_الدفاع_الالكتروني,Digital Transformation,Favor,0.5893,,F_Explicit,,No,1.0,Positive,0.3902,2020-06-11 05:56:01+00:00,11/06/2020
374,الدولة تمنع تجمع الأفراد وسكن العمّالة للحد من انتشار الفايروس  لكن البنوك ما همها  وهذا ثالث فيديو أشوفه للبنوك.  هذا في محافظة صبيا بجازان  -الحل شخص واحد ينظم في كل مصرف -الاكتفاء بصرافات السيارات -التحول الإلكتروني قدر المستطاع     URL,Digital Transformation,Favor,0.5874,,F_Explicit,,No,1.0,Neutral,0.6219,2020-04-16 08:17:55+00:00,16/04/2020
391,التحول الإلكتروني ترسيخ استراتيجيات التنمية الحديثة  URL URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-05-21 21:51:38+00:00,21/05/2021
405,قبل اكثر من ٣ شهور سحبت ١٠٠ ريال وقلت اخليها في السيارة في حالة اني احتجت كاش بأي وقت.. الى الآن ما انلمست  حتى بطايق الصراف وبطاقة الاحوال كلها ما انلمست من وقتها.. التحول الإلكتروني صار رهيب رهيب ماتحتاج تشيل بطايق ولا محفظة.. ماغير جوالك ومفتاحك فقط,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-02-20 21:39:26+00:00,20/02/2021
434,اليوم #الأخير من اللقاء التعريفي بمشروع #التحول_الرقمي في #الجمعيات_الأهلية في #الأحساء لمنسوبي مركز التنمية الاجتماعية بالأحساء وتطبيق عملي على #نظام_رافد_الإلكتروني استعرضت في هذا اليوم إدارة الشؤون المالية وإدارة البرامج والمشاريع في النظام واهم التقارير والإحصائيات URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Neutral,1.0,2020-10-18 09:30:45+00:00,18/10/2020
440,نقله نوعية لإدارة المراقبين والمنسقين بالاتحاد السعودي  من خلال اعتماد نظام My SAFF لرفع تقارير المراقبين والحكام بطريقة سهلة  ضمن استراتيجية الإتحاد في التحول الالكتروني لتطوير منظومة كرة القدم على مستوى المملكة كل الشكر للأخ معيض الشهري وفريق العمل على عملهم الاحترافي والمميز . URL,Digital Transformation,Favor,0.7236,,F_Explicit,,No,1.0,Positive,1.0,2021-11-01 11:56:21+00:00,01/11/2021
466, هذه الجريدة تحديداً لا تنفع الا سفرة اكل للعزاب او تلف فيها الاغراض القابلة للكسر اثناء النقل وبسبب التحول الالكتروني خسرت حتى الفوائد المذكورة سابقاً,Digital Transformation,Against,0.7665,A_Explicit,,,No,0.7753,Negative,0.7894,2020-07-25 01:00:53+00:00,25/07/2020
467, الكاش👎🏻👎🏻👎🏻 لابد من التحول الرقمي زي الصين يستخدمون وي شات و علي باي و يكون هناك تشديد من ساما على المتاجر لإضافة الدفع الإلكتروني,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Neutral,0.7557,2020-03-27 12:29:21+00:00,27/03/2020
477, بغض النظر عما حدث التحول الإلكتروني فيه توفير قيمة لكل شي من إنسان او وقود او زحمة طرق او عاجز او مقعد والفوائد لاتعد ولاتحصى 🙏,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.776,2020-03-23 15:57:29+00:00,23/03/2020
479,#من_حقنا_نرفض رغم تطعيم 60% من سكانها..ارتفاع حالات فيروس كورونا في جزر سيشل - CNN Arabic URL,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Neutral,0.6981,2021-05-18 23:00:36+00:00,18/05/2021
483,تصاحب عملية التحول الرقمي عادة مخاوف من الموظفين الذين يخشون أن تؤدي التقنيات الرقمية إلى ألاستغناء عنهم  وقد تكون هناك مقاومة للتحول  لذا فإن من المهم التشديد على أن عملية التحول لا تعتبر تهديدا لأي موظف وإنما فرصة للموظفين للارتقاء بمهاراتهم الرقمية..  17-18,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2022-04-23 19:38:32+00:00,23/04/2022
497,#الهوية_الرقمية_في_البنوك  تجربة #السعودية في مجال التحول الإلكتروني ناجحة جداً و كثير من الدول أصبحت تحذو حذو المملكة في هذا المجال ..  من جوالك تقدر تخلص معاملاتك و فيه محفظتك الالكترونية من بطاقة أحول و سجل أسرة و غيره .,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-09-09 19:40:29+00:00,09/09/2021
498,قبل شهر  كانت هذه المواضيع مجرد رفاهية ولا قيمة لها  والآن أصبحت حاجة ملحة !  ( #التعليم_عن_بعد   #العمل_عن_بعد   #التسويق_الإلكتروني   #الإجتماعات_المرئية   #الواقع_المعزز   #التحول_الرقمي ) و هذا كله بسبب #فيروس_كورونا,Digital Transformation,Against,0.4193,A_Explicit,,,No,1.0,Positive,1.0,2020-03-25 16:08:24+00:00,25/03/2020
502, التحول الالكتروني لوكان فيه حاجة ماسة مثل التحول الرقمي اللي حصل بالمحاكم والجوازات كانت ضرورة كانت تحولو والتاجر صدقني احرص منا على تجارته لو عارف انها تكسبه فلوس كان سواها,Digital Transformation,None,0.4022,,,Not clear,No,1.0,Negative,0.483,2020-03-23 16:57:31+00:00,23/03/2020
518, في التحول الالكتروني للخدمات في وزارتنا السابقة كنت من المعارضين تقديم الطلبات الالكترونيه عن طريق مكاتب سند   والحمد لله صار تقديم الطلب عن طريق صاحب العلاقة بنفسه وعن طريق مكاتب المحاماة,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.4159,2021-01-25 10:34:02+00:00,25/01/2021
522, ايوووووو صح التحول الالكتروني   واساسا الرقم المدني موجود في الجواز URL,Digital Transformation,Favor,1.0,,F_Explicit,,No,0.7141,Neutral,1.0,2021-10-24 12:38:58+00:00,24/10/2021
524,MENTION (اعقلها وتوكل) توكلي على الله والى اقرب مركز تطعيم لقاح كورونا  وتاخذين الجرعه الاولى    سهالات باذن الله,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.6509,2021-07-29 11:31:23+00:00,29/07/2021
530,  للاسف خدماتكم سيئة للغاية  نريد نسجل لازم نروح مكتب سند و بعدها نرجع مكتبكم نريد نلغي روح مكتب سند وبعدها نرجع معكم أين التحول الإلكتروني,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-11-23 08:34:48+00:00,23/11/2021
539, لو كان فيه كورونا فعلا يبقى انا جات لى تلات مرات و برضه مخدتش تطعيم,Covid Vaccine,Against,0.6927,A_Explicit,,,No,1.0,Neutral,1.0,2022-05-16 11:41:47+00:00,16/05/2022
558,لابد من رفض مقترح التربية التحول للتعليم الإلكتروني وجعل هذا رأي عام  موقع الفيس مهم للتعبير عن رأي الشعب  مستقبل أبنائنا في خطر ونرفض التعليم الإلكتروني.,Digital Transformation,Against,1.0,A_Explicit,,,No,1.0,Negative,1.0,2021-11-30 17:05:34+00:00,30/11/2021
574, خطوة جيدة من الوزارة بعد خطوات سابقة في سبيل التدرج نحو التحول الإلكتروني ونأمل تكامل حلقات المنهاج الإلكتروني بشكل يتوافق وعناصره.,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2020-04-12 09:33:21+00:00,12/04/2020
581, #كورونا_عُمان_التحول_الالكتروني  سيد الموقف والحل ضد البيروقراطية والنمطية وسيطرة صولجان التوقيع. إنعاش التقنيات في تخليص المعاملات الحكومية وتسويقها وجعلها رقم واح(1) في تقديم الخدمة أمر لازب. أمر مهم ومخيف للجهات الحكومية ويجب تطبيقه وهو ا,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.5896,2020-05-01 14:19:01+00:00,01/05/2020
582,#العمل_عن_بعد #الحكومة_الالكترونية ما مدى نجاحنا في التحول الالكتروني ؟! ما مدى رضانا عن مستوى العمل عن بعد؟! ما هي المؤسسة الأكثر فاعلية في الأداء؟! ما هي المؤسسة الأسوأ في الأداء؟! التجربة خير برهان..  استقراء الآراء ينير الأخطاء ويصوبها.. ربما علينا ذكر تجاربنا الشخصية!,Digital Transformation,None,0.7072,,,Not clear,No,1.0,Neutral,1.0,2020-06-14 07:34:45+00:00,14/06/2020
589, التحول للدفع الإلكتروني مهم وجميل لكن مشكلته تدفع بلا مبالاة وماتعرف كم باقي  أما الكاش يتقطع قلبك وأنت تدفع وممكن تكنسل بعض المشتريات,Digital Transformation,Favor,0.7237,,F_Explicit,,No,1.0,Negative,1.0,2020-11-07 21:42:55+00:00,07/11/2020
592, المصدر هي منصة اعتماد وهي الكترونية تتبع لوزارة المالية وتمثل التحول الإلكتروني فيها. تسعى إلى تحويل أعمال وزارة المالية وكل ما يختص بالميزانية العامة والميزانية في الجهات الحكومية رقميا  وتشمل إدارة العقود والميزانية والمدفوعات  وإدارة ا,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Neutral,1.0,2021-04-08 04:57:15+00:00,08/04/2021
601,   سويت  تطعيم  ٣ جرعات   وقالو   بعد  شهرين  معك   كورونا,Covid Vaccine,Against,0.4283,A_Explicit,,,No,1.0,Neutral,0.6159,2022-04-26 12:25:36+00:00,26/04/2022
611,  عن أي تطعيم تتكلمي هل المقصود تطعيم الأطفال الاعتيادي او تطعيم لقاح كورونا,Covid Vaccine,None,0.7641,,,Not clear,No,1.0,Neutral,1.0,2022-04-05 14:39:31+00:00,05/04/2022
613,"أرى بأن التحول الإلكتروني أدى الى قطع شوط كبير في القضاء على الفساد وضمان حق الدولة  ومن الأمثلة الواضحة هي ""المخالفة""   كان البعض يقدر يمسحها لما كانت ورقياً ويسعى لذلك  وبعد ما أصبحت الكترونية أصبح الغاءها شبه مستحيل. ايضا هناك  إيجابيات كثيرة هذا التحول منها التسهيل والاختصار URL",Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,0.8313,2021-08-19 12:38:38+00:00,19/08/2021
623,#وزارة العدل الأمريكية تُحاكم مراكز طبية و مستشفيات وةرؤساء تنفيذيون و ٢١ طبيب و مِمارس صحي   بسبب استغلال جائحة كورونا و خداع المرضى و عمل فحوصات غير ضرورية و إستغلال كبار السن و تقديم علاجات وهمية وةسرقة ١٤٩ مليون دولار   و تقديم شهادات تطعيم مُزورة لإسرائيليّين .؟؟؟ URL,Covid Vaccine,None,0.4154,,,Not clear,No,1.0,Neutral,1.0,2022-05-13 09:18:35+00:00,13/05/2022
625,فجأة نتحول لـ #التعليم_عن_بعد و يطبل لهذا التحول #مشاهير الفلس و أدوات التظليل وكأن البيوت كلها عندها الإمكانيات والقدرة على #التعليم_الإلكتروني  و  #منظومة_التعليم_الموحدة ولكن الواقع بعض الناس لايملكون أجهزة لأبنائهم ولا إنترنت  ,Digital Transformation,Against,0.6156,A_Explicit,,,No,1.0,Negative,0.6211,2020-03-12 05:36:59+00:00,12/03/2020
650,   تطعيم كورونا يختلف عن التطعيمات القديمه تقنيته تجرب لاول مره في البشريه,Covid Vaccine,None,0.7379,,,Not clear,No,1.0,Neutral,1.0,2021-12-11 21:42:34+00:00,11/12/2021
651,الحمد لله .اليوم تلقيت الجرعه الاولى من تطعيم  كورونا URL,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-08-08 10:52:55+00:00,08/08/2021
685, مافيش تطعيم وقف على مااعتقد بروتوكول متكامل الاطفال بيتطعموه.  وعالفكرة تطعيمات اللى اخدناها زودتنا مناعه قويه وسبب رئيسي فالصمود امام كورونا,Covid Vaccine,Favor,0.7115,,F_Explicit,,No,1.0,Positive,0.5864,2022-05-19 00:09:39+00:00,19/05/2022
693,الحمد لله  اللذي بنعمه تتم الصالحات  أخذت اليوم الجرعة الأولى من #تطعيم_كورونا أسأل الله أن يجعل فيها الخير والعافية وجزى الله حكومتنا الرشيدة على الخدمات المقدمة للوقاية من #فيروس_كورونا #السعودية 🇸🇦 تنظيم مميز وإنسيابي وكوادر متميزة شكراً #صحة_القصيم طاقم  #مركز_المعارض  #بريدة ,Covid Vaccine,Favor,1.0,,,,No,1.0,Positive,1.0,2021-04-20 12:20:56+00:00,20/04/2021
700,الحمدلله   أخذت #الجرعة_الثالثة من تطعيم #كورونا #كوفيد١٩ الله يديم على بلدنا نعمة الأمن والأمان   ويحفظ لنا قادتنا و ولاة أمرنا. أنصح من تنطبق عليهم شروط الجرعة الثالثة بأخذ التطعيم   الله يكتب لكم فيها العافية وحفظكم من كل مكروه. URL,Covid Vaccine,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2021-10-19 15:19:24+00:00,19/10/2021
703,العالم يتغير ونحن في مرحلة تحول رقمي كبير ودولة #الامارات 🇦🇪 دائماً سباقة والاولى  اقدمت بخطوات ناجحة وحماسها دليل على نجاح هذا التحول #الرقمي العالمي  لا تفوت  السباق.,Digital Transformation,Favor,1.0,,F_Explicit,,No,1.0,Positive,1.0,2022-04-26 17:17:06+00:00,26/04/2022
705,  يا حبك للفلسفة  التحول اللي جالس يصير هو تحول الاقتصاد من إقتصاد معرفي إلى اقتصاد رقمي  التعليم ما له دخل الله يصلحك التعليم الإلكتروني لطلاب المدارس فاشل وبسلامتك,Digital Transformation,Against,1.0,A_Explicit,,,No,1.0,Negative,1.0,2021-11-03 09:15:19+00:00,03/11/2021
710,انا ممكن اخد لقاح او تطعيم لأي حاجه في الدنيا إلا لكورونا ,Covid Vaccine,Against,1.0,A_Explicit,,,No,1.0,Negative,0.5894,2021-04-23 16:13:05+00:00,23/04/2021
718, هل يتطلب التحول للجواز الالكتروني دفع رسوم,Digital Transformation,None,0.7683,,,Not clear,No,1.0,Neutral,1.0,2022-02-10 17:19:44+00:00,10/02/2022
725,"#رؤية_2030_واقع_يتحقق  خدمة السداد الإلكتروني  قراءة إلكترونية لعدادات المياه موقع ""استدعاء""  بناء أول منزل بتقنية الطباعة ثلاثية الأبعاد  التحول الرقمي في الخدمات العدلية  مدينة الملك سلمان للطاقة (سبارك)  تخيل كل هذا تسويه من بيتك فقط URL URL",Digital Transformation,Favor,1.0,,F_Explicit,,No,0.804,Neutral,0.6211,2021-04-25 22:35:40+00:00,25/04/2021
726, اغلب المؤسسات التي تطورت خدماتها قامت بتطوير الانظمة الالكترونية لديها ... الوزارة تعمل حاليا على التحول الالكتروني لعدد من الخدمات وسوف نرى اثر ذلك عند تفعيلها بشكل كامل,Digital Transformation,Favor,0.7388,,F_Explicit,,No,1.0,Positive,1.0,2021-05-07 18:42:24+00:00,07/05/2021
732,    مشكلة اللقاح الصيني ما يقلل من نسبة العدوى بعكس باقي اللقاحات، وهني المشكلة انك ممكن تعدي شخص مب ماخذ تطعيم وتعرضه للخطر. او ممكن تسافر دولة وتعدي شخص هناك وتعرضه للخطر. لهالسبب في دول ترفض دخول اي شخص ماخذ ل,Covid Vaccine,None,1.0,,,Not clear,No,1.0,Negative,1.0,2021-04-22 19:20:03+00:00,22/04/2021
